Unique_Sample_ID,Condition_Name,t#,Data_File,Well_Number,Time_Point,Blank_Unique_Sample_ID,Total_Concentration,Wavelength_Start,Wavelength_End,Isosbestic_Point,Reference_Spectrum_Substrate,Reference_Spectrum_Product,Replicate
blank_RTG18_46,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-46.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_47,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-47.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_54,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-54.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_61,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-61.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_68,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-68.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_69,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-69.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_70,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-70.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_79,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-79.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_85,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-85.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_87,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-87.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_91,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-91.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_92,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-92.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_97,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-97.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_102,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-102.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_105,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-105.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_108,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-108.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_109,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-109.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_110,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-110.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_111,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-111.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_117,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-117.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_124,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-124.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_130,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-130.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_136,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-136.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_142,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-142.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_143,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-143.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_149,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-149.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_155,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-155.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG18_161,water blank,,./lab-data-processed/cary300/2025-02/RTG18/2025-02-17-RTG18-water-161.tsv,Abs,,,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
